customer_tweet_id,customer_text,apple_reply_text,is_dm_redirect,true_intent,true_routing,escalation_reason
1015293,"@AppleSupport It started happening on iOS 10.3.3, then I updated to 11.0.3 thinking it'd get fixed, but nope, it's still there.",@360221 Thanks for those details. Please let us know in DM if you're updating your iOS via Wi-Fi or iTunes and we'll sort this out. https://t.co/GDrqU22YpT,false,ios_update_issues,auto_handle,
296793,@AppleSupport your new iOS has messed up my Bluetooth playing songs in my car! @14404,@186700 We can help. What kind of issues it having while playing through Bluetooth?,false,connectivity_hardware,auto_handle,
962244,"Hello @AppleSupport - Why macOS Sierra no longer appears in the ""my purchases"" section ?",@348332 We'd like to hear more about what's going on. Please DM us and we'll look into this with you. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,requires_private_account_info
1033021,.@AppleSupport Can I still make calls on the Apple Watch 3 when I am in WIFI without the LTE Version? #AskingForaFriend,@364413 We're happy to get you pointed in the right direction. Contact us here: https://t.co/8yjRd1Xo0i,false,connectivity_hardware,auto_handle,
1123154,@115858 @AppleSupport I'm at a loss who to speak with. I'm a loyal Apple user since 1985. Case number is 100282824136. People at Apple care to look at history 1/7,@384882 Thanks for reaching out to us. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,false,out_of_scope_or_other,escalate,requires_private_account_info
114457,@AppleSupport My brand new iPhone X won't connect to ANY of my devices over bluetooth.,@141446 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,true,connectivity_hardware,auto_handle,
107358,"@AppleSupport ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back? https://t.co/aemWLxGmmE",@139843 We know how important it is to enjoy your podcasts and we're happy to do everything we can to help. Let's pick back up where we left off. Please DM us to continue. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,requires_private_account_info
596904,"@AppleSupport  i can't remove my payment method, i want use none to download free apps but i can't on device and web","@261501 We completely understand wanting to do that, and we'll be happy to provide that information for you. Here's the reasons you'd be unable to select it: https://t.co/rnB74M0zio If you still have issues, reach out to our iTunes Store team here: https://t.co/SDIe7UiyJN",false,app_store_billing,auto_handle,
391226,"@AppleSupport If the code appears on the same device as the one with the user ID and the password, then anyone can gain access.","@208634 Yes, the code should appear on a device marked as ""trusted."" This is the standard design of two-factor authentication.",false,apple_id_account,escalate,account_security_risk
686865,@AppleSupport plz look into the issue and refund the amount. https://t.co/mIbXf2rH2y,"@284005 For help with purchases, reach out to our iTunes Store team here:  https://t.co/SDIe7UiyJN",false,app_store_billing,escalate,financial_refund_request
171730,"@AppleSupport what's the best iPhone X case? Waterproof, dropproof & has a screen protector (possibly one that's already built-in the case...","@156100 Hi there, our Sales team will be happy to help you find a case that meets your needs! 

If you'd like to get in touch with them, please let us know which country you're located in, and we can provide some information to help you contact them.",false,out_of_scope_or_other,auto_handle,
760489,@AppleSupport I have done .2 but when trying to download .3 it keeps freezing.,@301709 Are you successfully connected to a Wi-Fi network there?,false,ios_update_issues,auto_handle,
889021,@AppleSupport hey how do I check what date these purchases were made https://t.co/t7z1iHz4Qe,@217095 We want to help. Send us a DM and we'll help you find the information you are looking for. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,requires_private_account_info
396989,This new iOS update is so cheese. Fix my phone @AppleSupport,@210027 We're happy to help. What issues are you experiencing with your device?,false,ios_update_issues,auto_handle,
1153410,@AppleSupport All my buyed apps are gone. I have to pay for these apps again in my App Store. Why? 😢,@391383 We'd like to help.  Send us a DM with the device model you're using.  We'll go from there. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,financial_refund_request
671346,@115858 just allowed my grandfather 2 be scammed & refused 2 do anything bc we werent law enforcement. We told them a crime was being committed & they stopped nothing! While on the phone w/their @AppleSupport team we watched as fraudulent purchases were made. They did nothing!,@280164 That's not the experience we want you to have. Please send us a DM with more information with what happened. https://t.co/GDrqU22YpT,true,app_store_billing,escalate,account_security_risk
243346,"@AppleSupport iPhone 6s battery is not holding charge, since updating to iOS 11.0.2 is this normal?",@173793 Thanks for bringing this to our attention. Click here to join us in DM: https://t.co/GDrqU22YpT,false,battery_power_drain,escalate,requires_private_account_info
38893,@AppleSupport @115858 would I ever receive a txt saying my apple account had been locked and a link to a website to verify it? Seems odd!,@124486 We typically don't send texts. You can learn more about suspicious messages here: https://t.co/tHkFZyBtjO,false,apple_id_account,auto_handle,
552198,@AppleSupport my iPhone is in the fritz please help me fix it! It randomly kicks me out of whatever app I'm on to this black loading screen then kicks me to my lock screen https://t.co/FIjdQmG7yM,"@248736 Thanks for contacting us. We know how important it is to have a reliable iPhone. We recommend backing up your device and following the steps here: https://t.co/osZOKKTalm

This will walk you through backing up your device: 
https://t.co/4f8hwT5to6",false,connectivity_hardware,auto_handle,""
300079,Updated to ios11 and my phone is stuck on this. Anyone any idea why? 😩 @AppleSupport @122326 https://t.co/XemQsvTIoe,@187556 Hi there. We'd like to help. Have you tried the steps here: https://t.co/jhvYu3Fah8 Let us know.,false,ios_update_issues,auto_handle,
867474,"@AppleSupport I use iCloud. Not all the contacts are missing. I can't find them, but if they message me, their info will come up.","@325984 In Contacts, tap ""Groups"", is ""All iCloud"" selected?",false,out_of_scope_or_other,auto_handle,
408832,"hey @AppleSupport, so my screen doesn't turn on, so I can't put in my passcode to unlock my phone and back it up onto my computer. what now?",@212465 That's not what we want to hear! Let us know if any of these steps help via DM https://t.co/8MvHMFZ83h https://t.co/GDrqU22YpT,false,connectivity_hardware,auto_handle,
705442,@AppleSupport onde baixar novamente compras anteriores na nova versão do ios 11.0.2?? dificultaram uma coisa que antes era simples.,"@288636 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",false,app_store_billing,auto_handle,
588153,@AppleSupport I can sign in on my laptop no problem.,"@134431 When you sign in through Safari does it Auto-Fill the password, or are you entering it manually?",false,out_of_scope_or_other,auto_handle,""
924573,"@AppleSupport Well yes, but even when I have low power mode off it doesn't work",@163969 Got it. DM us anything else you've tried to get Siri working and we'll go from there. https://t.co/GDrqU22YpT,true,ios_update_issues,escalate,requires_dm_troubleshooting
861945,@AppleSupport REPLY TO MY DM,@324672 We've received your DM and will continue there shortly. Thank you for your patience.,false,out_of_scope_or_other,auto_handle,
67413,"@AppleSupport purchased new iPhone 10 , doesn't vibrate or ring while incoming calls. Tried everything at my end. Help",@131395 We are here to help. DM us your iOS version and we can take a look at this for you. https://t.co/GDrqU22YpT,false,connectivity_hardware,escalate,requires_private_account_info
337446,"@AppleSupport @115858 iOS 11.0.2 drains battery, + iCal takes ~ONE MINUTE to open and then a good 30 seconds to react to touch!!! #iOSgarbage",@196523 Let's look at this together! We want you to have a working device! Please DM us. https://t.co/GDrqU22YpT,true,battery_power_drain,escalate,requires_private_account_info
462039,"@115858 @AppleSupport how long does it take to get my activation code for logic, Final cut etc. after purchase?","@224802  We'd love to get you on track with our applications. We do need to know a bit more to help. While Final Cut and Logic have cost and may require a code, many other of our applications come pre-installed. Send us a DM. We'll get to the bottom of this. https://t.co/GDrqU22YpT",true,out_of_scope_or_other,escalate,requires_private_account_info
1143523,@AppleSupport can't sign in2 iTunes Store becuz Apple ID email does not exist Yahoo deleted it for inactivity yrs ago n phone logged me out?,@389144 The security of your account is important to us. Contact our Account Security team via: https://t.co/UJm15vmMM2,false,apple_id_account,escalate,account_security_risk
